Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveller Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Exceptional,,,10.0,October 2023,20 October 2023,Premium Room with Sea and Mountain View,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,14 October 2023,Junior Suite,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,11 October 2023,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,11 October 2023,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,10 October 2023,Small Room,4,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,10 October 2023,Standard Room,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,9 October 2023,Standard Room,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,9 October 2023,Standard Room with Sea View,2,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,4 October 2023,Standard Room,4,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,September 2023,1 October 2023,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Great Radisson as always,,,10.0,September 2023,25 September 2023,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,September 2023,25 September 2023,Premium Room with Sea and Mountain View,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,September 2023,20 September 2023,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,1 November 2023,Standard Room with Sea View,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,2 December 2023,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2023,28 November 2023,Standard Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,September 2023,10 September 2023,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,11 February 2024,Superior Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,10 February 2024,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2024,6 February 2024,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,5 February 2024,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2024,4 February 2024,Small Room,2,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,29 January 2024,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2024,28 January 2024,Small Room,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2024,25 January 2024,Small Room,3,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2023,21 January 2024,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,20 January 2024,Small Room,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2024,17 January 2024,Superior Room with Sea View,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2024,16 January 2024,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2024,12 January 2024,Superior Room,4,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2024,9 January 2024,Small Room,4,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2024,7 January 2024,Premium Room with Sea and Mountain View,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,2 January 2024,Small Room,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,1 January 2024,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,30 December 2023,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,25 December 2023,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,24 December 2023,Small Room,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Pleasant,,,6.0,December 2023,22 December 2023,Standard Room,5,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,20 December 2023,Superior Room,5,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,19 December 2023,Small Room,4,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,October 2023,17 December 2023,Standard Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,10 December 2023,Standard Room,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2023,9 December 2023,Standard Room,5,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,November 2023,3 December 2023,Standard Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2023,14 September 2023,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2023,23 August 2023,Premium Room with Sea and Mountain View,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,June 2023,3 September 2023,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2023,3 April 2023,Standard Room,5,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2023,27 February 2023,Small Room,6,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,May 2023,28 May 2023,Premium Room with Sea and Mountain View,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2023,2 March 2023,Small Room,5,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2023,4 March 2023,Small Room,5,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,13 February 2024,Small Room,4,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
"We had a wonderful stay at the Radisson, great location on the water front and the room was fantastic with a view of the",,,10.0,March 2023,6 March 2023,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2023,8 March 2023,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2023,10 March 2023,Standard Room,3,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,May 2023,26 May 2023,Superior Room with Sea View,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2023,16 March 2023,Small Room,2,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2023,17 March 2023,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2023,29 March 2023,Small Room,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2023,4 April 2023,Standard Room,4,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,May 2023,18 June 2023,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2023,6 April 2023,Standard Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2023,24 May 2023,Superior Room,5,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,May 2023,13 May 2023,Superior Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2023,10 April 2023,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,May 2023,6 May 2023,Standard Room with Sea View,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,May 2023,5 May 2023,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2023,5 May 2023,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2023,10 April 2023,Small Room,4,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2023,2 May 2023,Premium Room with Sea and Mountain View,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2023,13 April 2023,Small Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2023,24 April 2023,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2023,23 April 2023,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,May 2023,12 June 2023,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2023,26 February 2023,Standard Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2023,30 August 2023,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,January 2023,7 February 2023,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2023,25 August 2023,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2023,17 April 2023,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,June 2023,23 August 2023,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2023,17 August 2023,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2023,15 August 2023,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2023,15 August 2023,Standard Room,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,July 2023,8 August 2023,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2023,7 August 2023,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,August 2023,6 August 2023,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,July 2023,5 August 2023,Standard Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,July 2023,23 July 2023,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,July 2023,23 July 2023,Standard Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,June 2023,10 July 2023,Standard Room,2,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,June 2023,18 June 2023,Standard Room,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,July 2023,7 July 2023,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2023,12 February 2023,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,December 2022,12 February 2023,Superior Room,3,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2023,12 February 2023,Small Room,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,June 2023,26 June 2023,Small Room,5,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2023,14 February 2023,Small Room,6,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2023,15 February 2023,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2023,17 February 2023,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2023,24 June 2023,Standard Room with Sea View,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2023,22 February 2023,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2023,23 February 2023,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,June 2023,19 June 2023,Superior Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,12 February 2024,Superior Room,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,November 2022,27 November 2022,Premium Room with Sea and Mountain View,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Passable,,,5.0,February 2024,16 February 2024,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,October 2022,1 November 2022,Junior Suite,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,October 2022,19 October 2022,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,September 2022,25 October 2022,Superior Room with Sea View,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,October 2022,27 October 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,March 2022,27 March 2022,Superior Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,October 2022,28 October 2022,Standard Room,5,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,October 2022,31 October 2022,Superior Room with Sea View,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,October 2022,1 November 2022,Superior Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,March 2022,24 March 2022,Small Room,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,March 2022,24 March 2022,Standard Room with Sea View,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,October 2022,1 November 2022,Superior Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,March 2022,23 March 2022,Premium Room with Sea and Mountain View,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,March 2022,22 March 2022,Superior Room with Sea View,4,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,September 2022,2 November 2022,Standard Room with Sea View,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,October 2022,9 October 2022,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,December 2021,18 March 2022,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2022,15 November 2022,Standard Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,March 2022,4 March 2022,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,March 2022,4 March 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,February 2022,28 February 2022,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,January 2022,25 February 2022,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,February 2022,22 February 2022,Standard Room,5,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,February 2022,14 February 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,January 2022,13 February 2022,Standard Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,February 2022,7 February 2022,Standard Room with Sea View,3,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2021,2 February 2022,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,January 2022,29 January 2022,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,March 2022,31 March 2022,Premium Room with Sea and Mountain View,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,October 2022,2 October 2022,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,December 2021,20 January 2022,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,June 2022,25 July 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,March 2022,14 April 2022,Standard Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,May 2022,19 May 2022,Standard Room with Sea View,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,June 2022,20 June 2022,Standard Room,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,June 2022,21 June 2022,Premium Room with Sea and Mountain View,5,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,June 2022,23 June 2022,Standard Room with Sea View,3,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,July 2022,9 July 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,May 2022,13 July 2022,Standard Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,July 2022,14 July 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,July 2022,15 July 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,July 2022,15 July 2022,Standard Room,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,July 2022,17 July 2022,Standard Room,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,July 2022,20 July 2022,Superior Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2023,1 February 2023,Small Room,7,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,October 2022,1 October 2022,Standard Room with Sea View,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,August 2022,6 August 2022,Standard Room with Sea View,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,August 2022,6 August 2022,Superior Room with Sea View,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,August 2022,10 August 2022,Standard Room,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,August 2022,11 August 2022,Small Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,July 2022,18 August 2022,Family Room (2 Adults + 2 Children),1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,August 2022,21 August 2022,Small Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,August 2022,24 August 2022,Standard Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,April 2022,3 April 2022,Superior Room with Sea View,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,August 2022,5 September 2022,Junior Suite,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,July 2022,12 September 2022,Standard Room with Sea View,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,August 2022,19 September 2022,Small Room,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,September 2022,21 September 2022,Small Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,January 2022,27 January 2022,Standard Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,January 2022,13 January 2022,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,18 February 2024,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2024,1 April 2024,Small Room,4,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,November 2022,8 December 2022,Premium Room with Sea and Mountain View,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Good,,,7.0,July 2022,16 August 2022,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,April 2022,19 June 2022,Standard Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Superb,,,9.0,January 2022,12 January 2022,Standard Room,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,June 2024,6 July 2024,Superior Room with Sea View,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,June 2024,15 June 2024,Superior Room with Sea View,3,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,May 2024,31 May 2024,Small Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,May 2024,7 May 2024,Small Room,5,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2024,25 April 2024,Superior Room with Sea View,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2024,14 April 2024,Superior Room with Sea View,1,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2024,9 April 2024,Standard Room with Sea View,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,April 2024,1 April 2024,Small Room,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2024,1 April 2024,Small Room,2,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,October 2023,16 November 2023,Standard Room with Sea View,6,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,29 March 2024,Standard Room with Sea View,3,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2024,27 March 2024,Superior Room,4,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2024,22 March 2024,Standard Room with Sea View,2,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,22 March 2024,Small Room,4,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2024,19 March 2024,Standard Room with Sea View,1,Solo traveller,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,March 2024,18 March 2024,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,9 March 2024,Standard Room,4,Group,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,7 March 2024,Small Room,6,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,26 February 2024,Small Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,21 February 2024,Small Room,2,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,21 February 2024,Superior Room,3,Family,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Exceptional,,,10.0,February 2024,19 February 2024,Small Room,2,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
Very good,,,8.0,January 2023,25 February 2023,Small Room,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0,0.00013497455539337742
