Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Good,,Cheap price,7.0,January 2024,"January 4, 2024",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very good,"The receptionists are over stressed to their work.
They should try to please the guest giving time talking and giving a real smile showing respect.
Though they are doing their job well.
There are some who qualified my comment.
It's just my suggestion.",,8.0,November 2022,"December 2, 2022",King Room,2,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Execellent,,Overall everything starting with the greeting,10.0,October 2022,"November 22, 2022",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
"Short, but pleasant","Checkin was a litttle confusing, but tolerable.",bkfst,9.0,September 2022,"September 8, 2022",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,nothing . everything is perfect,perfect,10.0,June 2022,"June 25, 2022",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
The hospitality was fabulous,,evening thing was great,10.0,June 2022,"June 8, 2022",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Valuable Reservation,-,"Good, advise customers ti book 👍🏻",8.0,March 2022,"March 24, 2022",Queen Room,9,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,9.0,December 2021,"January 26, 2022",King Suite with Sofa Bed,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,The vicinity,10.0,December 2021,"December 24, 2021",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,no netflix,,8.0,December 2021,"December 9, 2021",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,the layout is a little confusing but all over was a great stay,Was good for price,8.0,November 2021,"November 22, 2021",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,The support of the managers was perfect. They could be very flexible. Thanks.,10.0,July 2024,"July 18, 2024",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,Itt was good for the rate,8.0,July 2024,"July 5, 2024",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,"A bit dated, but cheap for a one night stay for 4 people.",Good value for money,8.0,April 2024,"April 9, 2024",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,The over all experience was exceptionally professiona💛👍🏾💘👍🏾💜,10.0,July 2024,"July 13, 2024",King Romantic Suite with Jacuzzi,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
still waiting for my deposit back. have contacted the hotel and no reply. now over 10 days,noisy air con,,5.0,July 2022,"July 30, 2022",King Room - Disability Access,2,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Satisfactory,Inexpensive materials,Opulent decor,9.0,August 2023,"August 28, 2023",King Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Fair,"Phone was not working, alarm did not work",,5.0,April 2022,"April 22, 2022",Queen Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,5.0,August 2022,"August 23, 2022",Queen Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Fair,there was no decaffeinated coffee in the morning,easy access to the highway to get into Toronto,5.0,February 2024,"February 20, 2024",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
it was convenient and ok.,prices didn’t reflect the prices on bookings.com. forms of payment was either cash or credit not debit. my key didn’t work properly,I liked how close it was to the airport and cheaper than hotels closer to downtown.,6.0,May 2023,"May 29, 2023",King Room,2,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Just a place to stay close to the airport during major snowstorm,no amenities,close to Pearson,5.0,March 2023,"March 31, 2023",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
not bad,,worth the price,7.0,March 2023,"March 2, 2023",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,Mothing,Lots,6.0,January 2023,"January 21, 2023",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Good,The hotel has not yet returned the CAD 150 deposit,,7.0,January 2023,"January 16, 2023",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,5.0,November 2022,"November 12, 2022",Queen Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
will come again,no,good,5.0,October 2022,"October 8, 2022",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Fair,needs some renovations,"close to the casino, small mall",5.0,May 2022,"May 22, 2022",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Good,,Ook,7.0,April 2022,"May 21, 2022",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,The TV and the stations. Stations was very limited with minimal clarity.,Quiet,6.0,May 2022,"May 8, 2022",King Room - Disability Access,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Breakfast was mediocre at best places cheap to stay at and clean,My AC wasn’t working when I got there I told them about it and they said they would fix it in the meanwhile they brought me the smallest fan in the world and that was all I had for the night,,6.0,May 2022,"May 5, 2022",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
good stay for the price,odor of marijuana at the entrance to the hotel,"price is good, hotel is older but well kept.",7.0,March 2022,"April 21, 2022",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
The staff are Not helpful and unfriendly … breakfast Bad Food.,The Hotel has bad Travel Connection.,,7.0,September 2022,"September 30, 2022",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,5.0,March 2022,"March 14, 2022",King Room - Disability Access,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Fair,No,No,5.0,December 2021,"January 18, 2022",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
It was pleasant,No window to the outside! But not a dealbreaker,It was ok for the circumstances,7.0,October 2021,"October 27, 2021",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Good,I still didn't get my deposit back its been a week and 2 days,,7.0,October 2021,"October 8, 2021",King Suite with Sofa Bed,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Ok. Staff was very helpful when I left my credit card at reception.,Main problem is that it is very hard to find once in the immediate area. THe external was the worst I’ve encountered.,,6.0,September 2023,"September 28, 2023",Queen Room,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
A mediocre hotel.,Far from downtown Toronto.,It was okay.,6.0,August 2023,"August 20, 2023",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
"Price is good, breakfast is fair, ok for short stay with budget","Closed to venue hall, noisy when there is event held",Good price,7.0,July 2023,"July 31, 2023",King Room,2,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Bunk,I was charged 277 at the hotel but 355 was taken from my credit card🧐,,5.0,July 2023,"July 13, 2023",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Fair,I didn't like being.told we couldn't check in when we got there,,5.0,April 2023,"May 13, 2023",King Romantic Suite with Jacuzzi,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
price was right,,best price for Toronto,7.0,March 2023,"April 27, 2023",King Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Fair,I was charged 150$ deposit on my credit card and I still havent been refunded.,Seems like a lot of renovation. There is potential.,5.0,January 2023,"January 16, 2023",King Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,Everything,Nothing actually,6.0,January 2023,"January 8, 2023",King Room,2,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
No deposit back,That I never received my deposit back and I tried messaging few times and got no answers back,Was good,7.0,November 2022,"November 23, 2022",Double Room with Two Double Beds,4,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Bad,Roof Was leaking,,1.0,November 2023,"December 2, 2023",King Room,7,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,Comfortable stay. But definitely needs a tune up. Looking outdated.,8.0,July 2023,"August 10, 2023",Double Room with Two Double Beds,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
My room smelled like cat urine. It was very small and very outdated. Bed pillows actually were so lumpy they hurt my hea,It was not what I expected. Not very classy. Basically an expensive dump,it was close to the racetrack,1.0,July 2022,"July 5, 2022",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
UNPROFESSIONAL & Lack of Morales  Business,"PLEASE DO NOTCOME HERE IF YOU ARE PLANNING EARLY CHECK OUT FOR WHATEVER REASON. GOD FORBID THERES WM EMERGENCY! EXTREMELY UNORGANIZED & UNPROFESSIONAL PLACE

I booked for 3 days, which the policy includes partial refund & does not indicate about reservation being unrefundable or that you may not be able to modify. So I did an early check out after I spoke to front desk who said I would have to speak to Booking which I did the reservation through but gave me the go ahead I was able to leave. They did not indicate there about my refund not being unrefundable or an inability to recieve it.

Booking has tried to contact them for 3 days straight (emails & call) and they have not yet responded (completely unprofessional).

I’ve repeatedly called the front asking for them to resolve this and now I’m told that the manager will most likely tell me NO to a refund. 

Sounds like a lot of excuses and if the property had stated NO REFUNDS or NO MODIFICATIONS i would have understood & respected the policy but it does not absolutely state that anywhere for MY RESERVATION i chose.

P.S - Walls are paper thin so I had trouble sleeping with my neighbours loud snoring.",,1.0,January 2022,"January 11, 2022",King Room,3,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,nothing . everything is perfect,perfect,10.0,June 2022,"June 25, 2022",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,Pretty good,10.0,June 2022,"June 23, 2022",King Room,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
The hospitality was fabulous,,evening thing was great,10.0,June 2022,"June 8, 2022",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
gross,"dirty, stinky we left before we had to fall asleep there!",nothing,1.0,June 2022,"June 6, 2022",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,4.0,June 2022,"June 5, 2022",King Romantic Suite with Jacuzzi,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
I would suggest to stay there,Everything is good,Excellent,8.0,May 2022,"June 4, 2022",King Room,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Disappointing,"I got to Canada on the weekend, wanted to stay for 3 days straight but the receptionist said i couldn't because i had to pay on a day to day basis (which is absurd) becase every day was a different rate (everyday the price got higher)",,1.0,May 2022,"May 30, 2022",Double Room with Two Double Beds,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,Uncomfortable pillows.,,8.0,April 2022,"April 28, 2022",Double Room with Two Double Beds,3,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
bad staff,everything,nothing,1.0,April 2022,"April 9, 2022",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Valuable Reservation,-,"Good, advise customers ti book 👍🏻",8.0,March 2022,"March 24, 2022",Queen Room,9,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,1.0,February 2022,"February 11, 2022",Queen Room,2,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Will never recommend this place!,"Old, Broken, Filthy, Scary",Nothing!!,1.0,February 2022,"February 3, 2022",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,9.0,December 2021,"January 26, 2022",King Suite with Sofa Bed,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
disappointed with everything.,everything,,1.0,December 2021,"January 1, 2022",Queen Room,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,decent for the price,8.0,July 2022,"July 2, 2022",Double Room with Two Double Beds,2,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,1.0,December 2021,"December 28, 2021",Double Room with Two Double Beds,3,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,1.0,December 2021,"December 27, 2021",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,The vicinity,10.0,December 2021,"December 24, 2021",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,no netflix,,8.0,December 2021,"December 9, 2021",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,the layout is a little confusing but all over was a great stay,Was good for price,8.0,November 2021,"November 22, 2021",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
"not bad , I will not book again",concierge.,nothing exciting,4.0,November 2021,"November 22, 2021",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,1.0,October 2021,"November 11, 2021",King Room,2,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
not pleasant,smell of marijuana all over the place. our 7 year old child was exposed to weed,accessible,3.0,October 2021,"October 14, 2021",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Poor,No receptionist as required,,3.0,October 2021,"October 10, 2021",King Room,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Disappointing,They put us in the same section as a group for a wedding and they were very loud,,4.0,September 2021,"September 26, 2021",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
A Wonderful Night With William,Add more workers to respond to the customers.,Advanced electrical appliances and exquisite supplies.,8.0,August 2021,"August 26, 2021",Queen Room,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
False advertisement room was very small,,Very small,1.0,July 2023,"July 8, 2023",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
"I asked for a room near elevator and I got the furthest away.  No bathtub, the shelf with the towels was way too high to",low class hotel,nothing.,1.0,November 2022,"November 28, 2022",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
"Unsafe, unfriendly, uncaring.","This hotel does not answer the phone does not respond to
Emails and does not take safety or any other concerns seriously.",,1.0,June 2022,"July 1, 2022",Queen Room,2,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Poor,,I did not like anything,2.0,July 2022,"July 2, 2022",Queen Room,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Poor,Everything,Nothing,2.0,July 2023,"July 14, 2023",Double Room with Two Double Beds,3,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Bad,"The card was charged eventhough, it was pay at hotel. The receptionist didn't ask me to pay eventhough I did ask, now my card charges extra money",,1.0,December 2022,"December 13, 2022",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,1.0,June 2023,"July 3, 2023",King Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Great place to stay,There’s nothing I didn’t like,Privacy and quietness,8.0,April 2023,"June 8, 2023",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Bad,We stayed 2 nights and both nights there was parties that we were not told about. Called the front desk the 2nd night 5 times no one answered. Definitely would not recommend,The entrance was nice,1.0,May 2023,"May 11, 2023",Queen Room,2,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Disappointing,strange transactions on my credit after staying here,,4.0,March 2023,"May 1, 2023",Queen Room,2,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
it was okay and comfortable,a bit noisy in the middle of the night.,close to the airport,8.0,April 2023,"April 28, 2023",Double Room with Two Double Beds,3,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,People kind.,8.0,April 2023,"April 7, 2023",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
"NOT RECOMMENDED. FILTHY, UNSANITARY, RUDE, DISCRIMINATORY.","NOT RECOMMENDED. FILTHY, UNSANITARY, RUDE, DISCRIMINATORY.",I liked Nothing about this property.,1.0,February 2023,"March 14, 2023",King Room,2,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Bad,Every thing,Nothing,1.0,February 2023,"February 20, 2023",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,Great for a quick sleep near YYZ,8.0,February 2023,"February 14, 2023",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
good,good,good,10.0,January 2023,"January 25, 2023",King Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
,,,1.0,January 2023,"January 2, 2023",Queen Room,2,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Loved the stay,Noisy heat,Was good,10.0,December 2022,"December 22, 2022",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
It's very cold in the room and the staff doesn't care about you,"It was very cold, when I asked for help at the reception, they did not help.  Everyone doesn't care about you.  Terrible place.  I strongly do not recommend it, for this price you can find a much better hotel!",nothing,1.0,December 2022,"December 20, 2022",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
you don’t return my security fees 150$,,good,2.0,December 2022,"December 10, 2022",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,nothing,good,10.0,July 2022,"July 8, 2022",King Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very good,"The receptionists are over stressed to their work.
They should try to please the guest giving time talking and giving a real smile showing respect.
Though they are doing their job well.
There are some who qualified my comment.
It's just my suggestion.",,8.0,November 2022,"December 2, 2022",King Room,2,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,NA  I had to leave too early for a flight.,8.0,November 2022,"November 30, 2022",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Execellent,,Overall everything starting with the greeting,10.0,October 2022,"November 22, 2022",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Bad,,Not good..,1.0,November 2022,"November 9, 2022",King Room,7,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
terrible,everything,nothing,1.0,October 2022,"October 23, 2022",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Nice a bit expensive and not easy with public transport directly to Downtown,All good,Everything was god but they did not call me if I did forget anything,9.0,October 2022,"October 20, 2022",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Bad,,worst hotel ever,1.0,October 2022,"October 16, 2022",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Bad,"They said i have to pay 100 cad deposit, they never refund to me back, i sent a lot of message and email! FRAUD, FRAUD, FRAUD!!!!!",Nothing! Not recommended!!!!,1.0,October 2022,"October 12, 2022",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Disappointing,Thin walls. Noisy neighbours,Front desk fellows were very nice,4.0,September 2022,"October 2, 2022",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
outside and inside environment was disturbing. Couldn’t sleep because of noise.,Reception need to learn how to greet and talk to customer.,,1.0,September 2022,"September 24, 2022",Double Room with Two Double Beds,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
"Short, but pleasant","Checkin was a litttle confusing, but tolerable.",bkfst,9.0,September 2022,"September 8, 2022",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Bad,they were not profess and organized.,,1.0,August 2022,"August 9, 2022",Queen Room,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
won’t be recommending or coming back,everything,not impressed,4.0,July 2022,"August 7, 2022",Queen Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,,,6.0,November 2022,"November 21, 2022",Queen Room,2,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,,,6.0,November 2022,"November 21, 2022",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,,,6.0,November 2022,"November 17, 2022",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Wonderful,,,9.0,June 2024,"June 28, 2024",King Room - Disability Access,2,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,,8.0,June 2024,"July 18, 2024",King Room - Disability Access,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Wonderful,,,9.0,June 2024,"July 17, 2024",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,June 2024,"July 17, 2024",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,June 2024,"July 17, 2024",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,June 2024,"July 16, 2024",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Noisy Bathroom fan. No option to switch off.  Tiny room.,,,4.0,June 2024,"July 14, 2024",Queen Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Disappointing,,,4.0,July 2024,"July 14, 2024",King Romantic Suite with Jacuzzi,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,July 2024,"July 11, 2024",Queen Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,July 2024,"July 10, 2024",King Romantic Suite with Jacuzzi,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,June 2024,"July 7, 2024",King Room,2,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,June 2024,"July 6, 2024",Double Room with Two Double Beds,3,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Wonderful,,,9.0,June 2024,"June 30, 2024",Double Room with Two Double Beds,2,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,June 2024,"June 29, 2024",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,June 2024,"June 25, 2024",Double Room with Two Double Beds,2,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Wonderful,,,9.0,July 2024,"August 3, 2024",King Room,2,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,,8.0,June 2024,"June 20, 2024",King Room,3,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Wonderful,,,9.0,June 2024,"June 19, 2024",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,June 2024,"June 17, 2024",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Bad,,,1.0,June 2024,"June 12, 2024",King Room,3,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Wonderful,,,9.0,June 2024,"June 10, 2024",King Room,2,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,May 2024,"June 7, 2024",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,,8.0,May 2024,"June 1, 2024",King Room,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,May 2024,"June 1, 2024",Queen Room,5,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,April 2024,"May 15, 2024",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,,8.0,May 2024,"May 6, 2024",Double Room with Two Double Beds,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Wonderful,,,9.0,April 2024,"April 30, 2024",King Room,1,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,,8.0,March 2024,"April 12, 2024",King Room,2,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Poor,,,2.0,March 2024,"March 30, 2024",King Room,3,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,,8.0,June 2024,"July 21, 2024",Double Room with Two Double Beds,3,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Exceptional,,,10.0,July 2024,"August 6, 2024",King Romantic Suite with Jacuzzi,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Very Good,,,8.0,March 2024,"March 18, 2024",Double Room with Two Double Beds,4,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Good,,,7.0,October 2021,"October 29, 2021",King Room - Disability Access,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,,,6.0,December 2021,"December 11, 2021",Queen Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Good,,,7.0,November 2021,"December 6, 2021",King Room,1,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,,,6.0,December 2021,"December 5, 2021",Queen Room,3,Solo traveler,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,,,6.0,December 2021,"December 2, 2021",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Fair,,,5.0,November 2021,"November 21, 2021",Queen Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Good,,,7.0,November 2021,"November 17, 2021",King Room,2,Group,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,,,6.0,November 2021,"November 15, 2021",King Room,1,Couple,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
It’s alright I just stayed for one night. I don’t have much to say. It was ok.,,,5.0,November 2021,"November 15, 2021",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
Pleasant,,,6.0,November 2021,"November 12, 2021",Double Room with Two Double Beds,1,Family,6,0,0,0,0,0,0,0,0,0,0,0.00017648846645632098
